venta_id,cliente_id,sucursal_id,fecha_venta,estado,total
38,38,8,2025-01-01 14:10:00,PAGADA,37293.00
39,39,9,2025-01-01 14:20:00,PAGADA,57174.75
40,40,10,2025-01-01 14:30:00,CREADA,77880.00
41,41,1,2025-01-01 14:40:00,PAGADA,19881.75
42,42,2,2025-01-01 14:50:00,PAGADA,40587.00
43,43,3,2025-01-01 15:00:00,PAGADA,62115.75
44,44,4,2025-01-01 15:10:00,PAGADA,84468.00
45,45,5,2025-01-01 15:20:00,CREADA,21528.75
46,46,6,2025-01-01 15:30:00,PAGADA,43881.00
47,47,7,2025-01-01 15:40:00,PAGADA,67056.75
48,48,8,2025-01-01 15:50:00,PAGADA,91056.00
49,49,9,2025-01-01 16:00:00,PAGADA,23175.75
50,50,10,2025-01-01 16:10:00,CREADA,47175.00
51,51,1,2025-01-01 16:20:00,PAGADA,71997.75
52,52,2,2025-01-01 16:30:00,PAGADA,97644.00
53,53,3,2025-01-01 16:40:00,PAGADA,24822.75
54,54,4,2025-01-01 16:50:00,PAGADA,50469.00
55,55,5,2025-01-01 17:00:00,CREADA,76938.75
56,56,6,2025-01-01 17:10:00,PAGADA,104232.00
57,57,7,2025-01-01 17:20:00,PAGADA,26469.75
58,58,8,2025-01-01 17:30:00,PAGADA,53763.00
59,59,9,2025-01-01 17:40:00,PAGADA,81879.75
60,60,10,2025-01-01 17:50:00,ANULADA,110820.00
61,61,1,2025-01-01 18:00:00,PAGADA,28116.75
62,62,2,2025-01-01 18:10:00,PAGADA,57057.00
63,63,3,2025-01-01 18:20:00,PAGADA,86820.75
64,64,4,2025-01-01 18:30:00,PAGADA,117408.00
65,65,5,2025-01-01 18:40:00,CREADA,29763.75
66,66,6,2025-01-01 18:50:00,PAGADA,60351.00
67,67,7,2025-01-01 19:00:00,PAGADA,91761.75
68,68,8,2025-01-01 19:10:00,PAGADA,123996.00
69,69,9,2025-01-01 19:20:00,PAGADA,31410.75
70,70,10,2025-01-01 19:30:00,CREADA,63645.00
71,71,1,2025-01-01 19:40:00,PAGADA,96702.75
72,72,2,2025-01-01 19:50:00,PAGADA,130584.00
73,73,3,2025-01-01 20:00:00,PAGADA,33057.75
74,74,4,2025-01-01 20:10:00,PAGADA,66939.00
75,75,5,2025-01-01 20:20:00,CREADA,101643.75
76,76,6,2025-01-01 20:30:00,PAGADA,137172.00
77,77,7,2025-01-01 20:40:00,PAGADA,34704.75
78,78,8,2025-01-01 20:50:00,PAGADA,70233.00
79,79,9,2025-01-01 21:00:00,PAGADA,106584.75
80,80,10,2025-01-01 21:10:00,CREADA,143760.00
81,81,1,2025-01-01 21:20:00,PAGADA,36351.75
82,82,2,2025-01-01 21:30:00,PAGADA,73527.00
83,83,3,2025-01-01 21:40:00,PAGADA,111525.75
84,84,4,2025-01-01 21:50:00,PAGADA,150348.00
85,85,5,2025-01-01 22:00:00,CREADA,37998.75
86,86,6,2025-01-01 22:10:00,PAGADA,76821.00
87,87,7,2025-01-01 22:20:00,PAGADA,116466.75
88,88,8,2025-01-01 22:30:00,PAGADA,156936.00
89,89,9,2025-01-01 22:40:00,PAGADA,39645.75
90,90,10,2025-01-01 22:50:00,ANULADA,80115.00
91,91,1,2025-01-01 23:00:00,PAGADA,121407.75
92,92,2,2025-01-01 23:10:00,PAGADA,163524.00
93,93,3,2025-01-01 23:20:00,PAGADA,41292.75
94,94,4,2025-01-01 23:30:00,PAGADA,83409.00
95,95,5,2025-01-01 23:40:00,CREADA,126348.75
96,96,6,2025-01-01 23:50:00,PAGADA,170112.00
97,97,7,2025-01-02 00:00:00,PAGADA,42939.75
98,98,8,2025-01-02 00:10:00,PAGADA,86703.00
99,99,9,2025-01-02 00:20:00,PAGADA,131289.75
100,100,10,2025-01-02 00:30:00,CREADA,176700.00
101,101,1,2025-01-02 00:40:00,PAGADA,3411.75
102,102,2,2025-01-02 00:50:00,PAGADA,7647.00
103,103,3,2025-01-02 01:00:00,PAGADA,12705.75
104,104,4,2025-01-02 01:10:00,PAGADA,18588.00
105,105,5,2025-01-02 01:20:00,CREADA,5058.75
106,106,6,2025-01-02 01:30:00,PAGADA,10941.00
107,107,7,2025-01-02 01:40:00,PAGADA,17646.75
108,108,8,2025-01-02 01:50:00,PAGADA,25176.00
109,109,9,2025-01-02 02:00:00,PAGADA,6705.75
110,110,10,2025-01-02 02:10:00,CREADA,14235.00
111,111,1,2025-01-02 02:20:00,PAGADA,22587.75
112,112,2,2025-01-02 02:30:00,PAGADA,31764.00
113,113,3,2025-01-02 02:40:00,PAGADA,8352.75
114,114,4,2025-01-02 02:50:00,PAGADA,17529.00
115,115,5,2025-01-02 03:00:00,CREADA,27528.75
116,116,6,2025-01-02 03:10:00,PAGADA,38352.00
117,117,7,2025-01-02 03:20:00,PAGADA,9999.75
118,118,8,2025-01-02 03:30:00,PAGADA,20823.00
119,119,9,2025-01-02 03:40:00,PAGADA,32469.75
120,120,10,2025-01-02 03:50:00,ANULADA,44940.00
121,121,1,2025-01-02 04:00:00,PAGADA,11646.75
122,122,2,2025-01-02 04:10:00,PAGADA,24117.00
123,123,3,2025-01-02 04:20:00,PAGADA,37410.75
124,124,4,2025-01-02 04:30:00,PAGADA,51528.00
125,125,5,2025-01-02 04:40:00,CREADA,13293.75
126,126,6,2025-01-02 04:50:00,PAGADA,27411.00
127,127,7,2025-01-02 05:00:00,PAGADA,42351.75
128,128,8,2025-01-02 05:10:00,PAGADA,58116.00
129,129,9,2025-01-02 05:20:00,PAGADA,14940.75
130,130,10,2025-01-02 05:30:00,CREADA,30705.00
131,131,1,2025-01-02 05:40:00,PAGADA,47292.75
132,132,2,2025-01-02 05:50:00,PAGADA,64704.00
133,133,3,2025-01-02 06:00:00,PAGADA,16587.75
134,134,4,2025-01-02 06:10:00,PAGADA,33999.00
135,135,5,2025-01-02 06:20:00,CREADA,52233.75
136,136,6,2025-01-02 06:30:00,PAGADA,71292.00
137,137,7,2025-01-02 06:40:00,PAGADA,18234.75
138,138,8,2025-01-02 06:50:00,PAGADA,37293.00
139,139,9,2025-01-02 07:00:00,PAGADA,57174.75
140,140,10,2025-01-02 07:10:00,CREADA,77880.00
141,141,1,2025-01-02 07:20:00,PAGADA,19881.75
142,142,2,2025-01-02 07:30:00,PAGADA,40587.00
143,143,3,2025-01-02 07:40:00,PAGADA,62115.75
144,144,4,2025-01-02 07:50:00,PAGADA,84468.00
145,145,5,2025-01-02 08:00:00,CREADA,21528.75
146,146,6,2025-01-02 08:10:00,PAGADA,43881.00
147,147,7,2025-01-02 08:20:00,PAGADA,67056.75
148,148,8,2025-01-02 08:30:00,PAGADA,91056.00
149,149,9,2025-01-02 08:40:00,PAGADA,23175.75
150,150,10,2025-01-02 08:50:00,ANULADA,47175.00
151,151,1,2025-01-02 09:00:00,PAGADA,71997.75
152,152,2,2025-01-02 09:10:00,PAGADA,97644.00
153,153,3,2025-01-02 09:20:00,PAGADA,24822.75
154,154,4,2025-01-02 09:30:00,PAGADA,50469.00
155,155,5,2025-01-02 09:40:00,CREADA,76938.75
156,156,6,2025-01-02 09:50:00,PAGADA,104232.00
157,157,7,2025-01-02 10:00:00,PAGADA,26469.75
158,158,8,2025-01-02 10:10:00,PAGADA,53763.00
159,159,9,2025-01-02 10:20:00,PAGADA,81879.75
160,160,10,2025-01-02 10:30:00,CREADA,110820.00
161,161,1,2025-01-02 10:40:00,PAGADA,28116.75
162,162,2,2025-01-02 10:50:00,PAGADA,57057.00
163,163,3,2025-01-02 11:00:00,PAGADA,86820.75
164,164,4,2025-01-02 11:10:00,PAGADA,117408.00
165,165,5,2025-01-02 11:20:00,CREADA,29763.75
166,166,6,2025-01-02 11:30:00,PAGADA,60351.00
167,167,7,2025-01-02 11:40:00,PAGADA,91761.75
168,168,8,2025-01-02 11:50:00,PAGADA,123996.00
169,169,9,2025-01-02 12:00:00,PAGADA,31410.75
170,170,10,2025-01-02 12:10:00,CREADA,63645.00
171,171,1,2025-01-02 12:20:00,PAGADA,96702.75
172,172,2,2025-01-02 12:30:00,PAGADA,130584.00
173,173,3,2025-01-02 12:40:00,PAGADA,33057.75
174,174,4,2025-01-02 12:50:00,PAGADA,66939.00
175,175,5,2025-01-02 13:00:00,CREADA,101643.75
176,176,6,2025-01-02 13:10:00,PAGADA,137172.00
177,177,7,2025-01-02 13:20:00,PAGADA,34704.75
178,178,8,2025-01-02 13:30:00,PAGADA,70233.00
179,179,9,2025-01-02 13:40:00,PAGADA,106584.75
180,180,10,2025-01-02 13:50:00,ANULADA,143760.00
181,181,1,2025-01-02 14:00:00,PAGADA,36351.75
182,182,2,2025-01-02 14:10:00,PAGADA,73527.00
183,183,3,2025-01-02 14:20:00,PAGADA,111525.75
184,184,4,2025-01-02 14:30:00,PAGADA,150348.00
185,185,5,2025-01-02 14:40:00,CREADA,37998.75
186,186,6,2025-01-02 14:50:00,PAGADA,76821.00
187,187,7,2025-01-02 15:00:00,PAGADA,116466.75
188,188,8,2025-01-02 15:10:00,PAGADA,156936.00
189,189,9,2025-01-02 15:20:00,PAGADA,39645.75
190,190,10,2025-01-02 15:30:00,CREADA,80115.00
191,191,1,2025-01-02 15:40:00,PAGADA,121407.75
192,192,2,2025-01-02 15:50:00,PAGADA,163524.00
193,193,3,2025-01-02 16:00:00,PAGADA,41292.75
194,194,4,2025-01-02 16:10:00,PAGADA,83409.00
195,195,5,2025-01-02 16:20:00,CREADA,126348.75
196,196,6,2025-01-02 16:30:00,PAGADA,170112.00
197,197,7,2025-01-02 16:40:00,PAGADA,42939.75
198,198,8,2025-01-02 16:50:00,PAGADA,86703.00
199,199,9,2025-01-02 17:00:00,PAGADA,131289.75
200,200,10,2025-01-02 17:10:00,CREADA,176700.00
201,201,1,2025-01-02 17:20:00,PAGADA,3411.75
202,202,2,2025-01-02 17:30:00,PAGADA,7647.00
203,203,3,2025-01-02 17:40:00,PAGADA,12705.75
204,204,4,2025-01-02 17:50:00,PAGADA,18588.00
205,205,5,2025-01-02 18:00:00,CREADA,5058.75
206,206,6,2025-01-02 18:10:00,PAGADA,10941.00
207,207,7,2025-01-02 18:20:00,PAGADA,17646.75
208,208,8,2025-01-02 18:30:00,PAGADA,25176.00
209,209,9,2025-01-02 18:40:00,PAGADA,6705.75
210,210,10,2025-01-02 18:50:00,ANULADA,14235.00
211,211,1,2025-01-02 19:00:00,PAGADA,22587.75
212,212,2,2025-01-02 19:10:00,PAGADA,31764.00
213,213,3,2025-01-02 19:20:00,PAGADA,8352.75
214,214,4,2025-01-02 19:30:00,PAGADA,17529.00
215,215,5,2025-01-02 19:40:00,CREADA,27528.75
216,216,6,2025-01-02 19:50:00,PAGADA,38352.00
217,217,7,2025-01-02 20:00:00,PAGADA,9999.75
218,218,8,2025-01-02 20:10:00,PAGADA,20823.00
219,219,9,2025-01-02 20:20:00,PAGADA,32469.75
220,220,10,2025-01-02 20:30:00,CREADA,44940.00
221,221,1,2025-01-02 20:40:00,PAGADA,11646.75
222,222,2,2025-01-02 20:50:00,PAGADA,24117.00
223,223,3,2025-01-02 21:00:00,PAGADA,37410.75
224,224,4,2025-01-02 21:10:00,PAGADA,51528.00
225,225,5,2025-01-02 21:20:00,CREADA,13293.75
226,226,6,2025-01-02 21:30:00,PAGADA,27411.00
227,227,7,2025-01-02 21:40:00,PAGADA,42351.75
228,228,8,2025-01-02 21:50:00,PAGADA,58116.00
229,229,9,2025-01-02 22:00:00,PAGADA,14940.75
230,230,10,2025-01-02 22:10:00,CREADA,30705.00
231,231,1,2025-01-02 22:20:00,PAGADA,47292.75
232,232,2,2025-01-02 22:30:00,PAGADA,64704.00
233,233,3,2025-01-02 22:40:00,PAGADA,16587.75
234,234,4,2025-01-02 22:50:00,PAGADA,33999.00
235,235,5,2025-01-02 23:00:00,CREADA,52233.75
236,236,6,2025-01-02 23:10:00,PAGADA,71292.00
237,237,7,2025-01-02 23:20:00,PAGADA,18234.75
238,238,8,2025-01-02 23:30:00,PAGADA,37293.00
239,239,9,2025-01-02 23:40:00,PAGADA,57174.75
240,240,10,2025-01-02 23:50:00,ANULADA,77880.00
241,241,1,2025-01-03 00:00:00,PAGADA,19881.75
242,242,2,2025-01-03 00:10:00,PAGADA,40587.00
243,243,3,2025-01-03 00:20:00,PAGADA,62115.75
244,244,4,2025-01-03 00:30:00,PAGADA,84468.00
245,245,5,2025-01-03 00:40:00,CREADA,21528.75
246,246,6,2025-01-03 00:50:00,PAGADA,43881.00
247,247,7,2025-01-03 01:00:00,PAGADA,67056.75
248,248,8,2025-01-03 01:10:00,PAGADA,91056.00
249,249,9,2025-01-03 01:20:00,PAGADA,23175.75
250,250,10,2025-01-03 01:30:00,CREADA,47175.00
251,251,1,2025-01-03 01:40:00,PAGADA,71997.75
252,252,2,2025-01-03 01:50:00,PAGADA,97644.00
253,253,3,2025-01-03 02:00:00,PAGADA,24822.75
254,254,4,2025-01-03 02:10:00,PAGADA,50469.00
255,255,5,2025-01-03 02:20:00,CREADA,76938.75
256,256,6,2025-01-03 02:30:00,PAGADA,104232.00
257,257,7,2025-01-03 02:40:00,PAGADA,26469.75
258,258,8,2025-01-03 02:50:00,PAGADA,53763.00
259,259,9,2025-01-03 03:00:00,PAGADA,81879.75
260,260,10,2025-01-03 03:10:00,CREADA,110820.00
261,261,1,2025-01-03 03:20:00,PAGADA,28116.75
262,262,2,2025-01-03 03:30:00,PAGADA,57057.00
263,263,3,2025-01-03 03:40:00,PAGADA,86820.75
264,264,4,2025-01-03 03:50:00,PAGADA,117408.00
265,265,5,2025-01-03 04:00:00,CREADA,29763.75
266,266,6,2025-01-03 04:10:00,PAGADA,60351.00
267,267,7,2025-01-03 04:20:00,PAGADA,91761.75
268,268,8,2025-01-03 04:30:00,PAGADA,123996.00
269,269,9,2025-01-03 04:40:00,PAGADA,31410.75
270,270,10,2025-01-03 04:50:00,ANULADA,63645.00
271,271,1,2025-01-03 05:00:00,PAGADA,96702.75
272,272,2,2025-01-03 05:10:00,PAGADA,130584.00
273,273,3,2025-01-03 05:20:00,PAGADA,33057.75
274,274,4,2025-01-03 05:30:00,PAGADA,66939.00
275,275,5,2025-01-03 05:40:00,CREADA,101643.75
276,276,6,2025-01-03 05:50:00,PAGADA,137172.00
277,277,7,2025-01-03 06:00:00,PAGADA,34704.75
278,278,8,2025-01-03 06:10:00,PAGADA,70233.00
279,279,9,2025-01-03 06:20:00,PAGADA,106584.75
280,280,10,2025-01-03 06:30:00,CREADA,143760.00
281,281,1,2025-01-03 06:40:00,PAGADA,36351.75
282,282,2,2025-01-03 06:50:00,PAGADA,73527.00
283,283,3,2025-01-03 07:00:00,PAGADA,111525.75
284,284,4,2025-01-03 07:10:00,PAGADA,150348.00
285,285,5,2025-01-03 07:20:00,CREADA,37998.75
286,286,6,2025-01-03 07:30:00,PAGADA,76821.00
287,287,7,2025-01-03 07:40:00,PAGADA,116466.75
288,288,8,2025-01-03 07:50:00,PAGADA,156936.00
289,289,9,2025-01-03 08:00:00,PAGADA,39645.75
290,290,10,2025-01-03 08:10:00,CREADA,80115.00
291,291,1,2025-01-03 08:20:00,PAGADA,121407.75
292,292,2,2025-01-03 08:30:00,PAGADA,163524.00
293,293,3,2025-01-03 08:40:00,PAGADA,41292.75
294,294,4,2025-01-03 08:50:00,PAGADA,83409.00
295,295,5,2025-01-03 09:00:00,CREADA,126348.75
296,296,6,2025-01-03 09:10:00,PAGADA,170112.00
297,297,7,2025-01-03 09:20:00,PAGADA,42939.75
298,298,8,2025-01-03 09:30:00,PAGADA,86703.00
299,299,9,2025-01-03 09:40:00,PAGADA,131289.75
300,300,10,2025-01-03 09:50:00,ANULADA,176700.00
301,301,1,2025-01-03 10:00:00,PAGADA,3411.75
302,302,2,2025-01-03 10:10:00,PAGADA,7647.00
303,303,3,2025-01-03 10:20:00,PAGADA,12705.75
304,304,4,2025-01-03 10:30:00,PAGADA,18588.00
305,305,5,2025-01-03 10:40:00,CREADA,5058.75
306,306,6,2025-01-03 10:50:00,PAGADA,10941.00
307,307,7,2025-01-03 11:00:00,PAGADA,17646.75
308,308,8,2025-01-03 11:10:00,PAGADA,25176.00
309,309,9,2025-01-03 11:20:00,PAGADA,6705.75
310,310,10,2025-01-03 11:30:00,CREADA,14235.00
311,311,1,2025-01-03 11:40:00,PAGADA,22587.75
312,312,2,2025-01-03 11:50:00,PAGADA,31764.00
313,313,3,2025-01-03 12:00:00,PAGADA,8352.75
314,314,4,2025-01-03 12:10:00,PAGADA,17529.00
315,315,5,2025-01-03 12:20:00,CREADA,27528.75
316,316,6,2025-01-03 12:30:00,PAGADA,38352.00
317,317,7,2025-01-03 12:40:00,PAGADA,9999.75
318,318,8,2025-01-03 12:50:00,PAGADA,20823.00
319,319,9,2025-01-03 13:00:00,PAGADA,32469.75
320,320,10,2025-01-03 13:10:00,CREADA,44940.00
321,321,1,2025-01-03 13:20:00,PAGADA,11646.75
322,322,2,2025-01-03 13:30:00,PAGADA,24117.00
323,323,3,2025-01-03 13:40:00,PAGADA,37410.75
324,324,4,2025-01-03 13:50:00,PAGADA,51528.00
325,325,5,2025-01-03 14:00:00,CREADA,13293.75
326,326,6,2025-01-03 14:10:00,PAGADA,27411.00
327,327,7,2025-01-03 14:20:00,PAGADA,42351.75
328,328,8,2025-01-03 14:30:00,PAGADA,58116.00
329,329,9,2025-01-03 14:40:00,PAGADA,14940.75
330,330,10,2025-01-03 14:50:00,ANULADA,30705.00
331,331,1,2025-01-03 15:00:00,PAGADA,47292.75
332,332,2,2025-01-03 15:10:00,PAGADA,64704.00
333,333,3,2025-01-03 15:20:00,PAGADA,16587.75
334,334,4,2025-01-03 15:30:00,PAGADA,33999.00
335,335,5,2025-01-03 15:40:00,CREADA,52233.75
336,336,6,2025-01-03 15:50:00,PAGADA,71292.00
337,337,7,2025-01-03 16:00:00,PAGADA,18234.75
338,338,8,2025-01-03 16:10:00,PAGADA,37293.00
339,339,9,2025-01-03 16:20:00,PAGADA,57174.75
340,340,10,2025-01-03 16:30:00,CREADA,77880.00
341,341,1,2025-01-03 16:40:00,PAGADA,19881.75
342,342,2,2025-01-03 16:50:00,PAGADA,40587.00
343,343,3,2025-01-03 17:00:00,PAGADA,62115.75
344,344,4,2025-01-03 17:10:00,PAGADA,84468.00
345,345,5,2025-01-03 17:20:00,CREADA,21528.75
346,346,6,2025-01-03 17:30:00,PAGADA,43881.00
347,347,7,2025-01-03 17:40:00,PAGADA,67056.75
348,348,8,2025-01-03 17:50:00,PAGADA,91056.00
349,349,9,2025-01-03 18:00:00,PAGADA,23175.75
350,350,10,2025-01-03 18:10:00,CREADA,47175.00
351,351,1,2025-01-03 18:20:00,PAGADA,71997.75
352,352,2,2025-01-03 18:30:00,PAGADA,97644.00
353,353,3,2025-01-03 18:40:00,PAGADA,24822.75
354,354,4,2025-01-03 18:50:00,PAGADA,50469.00
355,355,5,2025-01-03 19:00:00,CREADA,76938.75
356,356,6,2025-01-03 19:10:00,PAGADA,104232.00
357,357,7,2025-01-03 19:20:00,PAGADA,26469.75
358,358,8,2025-01-03 19:30:00,PAGADA,53763.00
359,359,9,2025-01-03 19:40:00,PAGADA,81879.75
360,360,10,2025-01-03 19:50:00,ANULADA,110820.00
361,361,1,2025-01-03 20:00:00,PAGADA,28116.75
362,362,2,2025-01-03 20:10:00,PAGADA,57057.00
363,363,3,2025-01-03 20:20:00,PAGADA,86820.75
364,364,4,2025-01-03 20:30:00,PAGADA,117408.00
365,365,5,2025-01-03 20:40:00,CREADA,29763.75
366,366,6,2025-01-03 20:50:00,PAGADA,60351.00
367,367,7,2025-01-03 21:00:00,PAGADA,91761.75
368,368,8,2025-01-03 21:10:00,PAGADA,123996.00
369,369,9,2025-01-03 21:20:00,PAGADA,31410.75
370,370,10,2025-01-03 21:30:00,CREADA,63645.00
371,371,1,2025-01-03 21:40:00,PAGADA,96702.75
372,372,2,2025-01-03 21:50:00,PAGADA,130584.00
373,373,3,2025-01-03 22:00:00,PAGADA,33057.75
374,374,4,2025-01-03 22:10:00,PAGADA,66939.00
375,375,5,2025-01-03 22:20:00,CREADA,101643.75
376,376,6,2025-01-03 22:30:00,PAGADA,137172.00
377,377,7,2025-01-03 22:40:00,PAGADA,34704.75
378,378,8,2025-01-03 22:50:00,PAGADA,70233.00
379,379,9,2025-01-03 23:00:00,PAGADA,106584.75
380,380,10,2025-01-03 23:10:00,CREADA,143760.00
381,381,1,2025-01-03 23:20:00,PAGADA,36351.75
382,382,2,2025-01-03 23:30:00,PAGADA,73527.00
383,383,3,2025-01-03 23:40:00,PAGADA,111525.75
384,384,4,2025-01-03 23:50:00,PAGADA,150348.00
385,385,5,2025-01-04 00:00:00,CREADA,37998.75
386,386,6,2025-01-04 00:10:00,PAGADA,76821.00
387,387,7,2025-01-04 00:20:00,PAGADA,116466.75
388,388,8,2025-01-04 00:30:00,PAGADA,156936.00
389,389,9,2025-01-04 00:40:00,PAGADA,39645.75
390,390,10,2025-01-04 00:50:00,ANULADA,80115.00
391,391,1,2025-01-04 01:00:00,PAGADA,121407.75
392,392,2,2025-01-04 01:10:00,PAGADA,163524.00
393,393,3,2025-01-04 01:20:00,PAGADA,41292.75
394,394,4,2025-01-04 01:30:00,PAGADA,83409.00
395,395,5,2025-01-04 01:40:00,CREADA,126348.75
396,396,6,2025-01-04 01:50:00,PAGADA,170112.00
397,397,7,2025-01-04 02:00:00,PAGADA,42939.75
398,398,8,2025-01-04 02:10:00,PAGADA,86703.00
399,399,9,2025-01-04 02:20:00,PAGADA,131289.75
400,400,10,2025-01-04 02:30:00,CREADA,176700.00
401,401,1,2025-01-04 02:40:00,PAGADA,3411.75
402,402,2,2025-01-04 02:50:00,PAGADA,7647.00
403,403,3,2025-01-04 03:00:00,PAGADA,12705.75
404,404,4,2025-01-04 03:10:00,PAGADA,18588.00
405,405,5,2025-01-04 03:20:00,CREADA,5058.75
406,406,6,2025-01-04 03:30:00,PAGADA,10941.00
407,407,7,2025-01-04 03:40:00,PAGADA,17646.75
408,408,8,2025-01-04 03:50:00,PAGADA,25176.00
409,409,9,2025-01-04 04:00:00,PAGADA,6705.75
410,410,10,2025-01-04 04:10:00,CREADA,14235.00
411,411,1,2025-01-04 04:20:00,PAGADA,22587.75
412,412,2,2025-01-04 04:30:00,PAGADA,31764.00
413,413,3,2025-01-04 04:40:00,PAGADA,8352.75
414,414,4,2025-01-04 04:50:00,PAGADA,17529.00
415,415,5,2025-01-04 05:00:00,CREADA,27528.75
416,416,6,2025-01-04 05:10:00,PAGADA,38352.00
417,417,7,2025-01-04 05:20:00,PAGADA,9999.75
418,418,8,2025-01-04 05:30:00,PAGADA,20823.00
419,419,9,2025-01-04 05:40:00,PAGADA,32469.75
420,420,10,2025-01-04 05:50:00,ANULADA,44940.00
421,421,1,2025-01-04 06:00:00,PAGADA,11646.75
422,422,2,2025-01-04 06:10:00,PAGADA,24117.00
423,423,3,2025-01-04 06:20:00,PAGADA,37410.75
424,424,4,2025-01-04 06:30:00,PAGADA,51528.00
425,425,5,2025-01-04 06:40:00,CREADA,13293.75
426,426,6,2025-01-04 06:50:00,PAGADA,27411.00
427,427,7,2025-01-04 07:00:00,PAGADA,42351.75
428,428,8,2025-01-04 07:10:00,PAGADA,58116.00
429,429,9,2025-01-04 07:20:00,PAGADA,14940.75
430,430,10,2025-01-04 07:30:00,CREADA,30705.00
431,431,1,2025-01-04 07:40:00,PAGADA,47292.75
432,432,2,2025-01-04 07:50:00,PAGADA,64704.00
433,433,3,2025-01-04 08:00:00,PAGADA,16587.75
434,434,4,2025-01-04 08:10:00,PAGADA,33999.00
435,435,5,2025-01-04 08:20:00,CREADA,52233.75
436,436,6,2025-01-04 08:30:00,PAGADA,71292.00
437,437,7,2025-01-04 08:40:00,PAGADA,18234.75
438,438,8,2025-01-04 08:50:00,PAGADA,37293.00
439,439,9,2025-01-04 09:00:00,PAGADA,57174.75
440,440,10,2025-01-04 09:10:00,CREADA,77880.00
441,441,1,2025-01-04 09:20:00,PAGADA,19881.75
442,442,2,2025-01-04 09:30:00,PAGADA,40587.00
443,443,3,2025-01-04 09:40:00,PAGADA,62115.75
444,444,4,2025-01-04 09:50:00,PAGADA,84468.00
445,445,5,2025-01-04 10:00:00,CREADA,21528.75
446,446,6,2025-01-04 10:10:00,PAGADA,43881.00
447,447,7,2025-01-04 10:20:00,PAGADA,67056.75
448,448,8,2025-01-04 10:30:00,PAGADA,91056.00
449,449,9,2025-01-04 10:40:00,PAGADA,23175.75
450,450,10,2025-01-04 10:50:00,ANULADA,47175.00
451,451,1,2025-01-04 11:00:00,PAGADA,71997.75
452,452,2,2025-01-04 11:10:00,PAGADA,97644.00
453,453,3,2025-01-04 11:20:00,PAGADA,24822.75
454,454,4,2025-01-04 11:30:00,PAGADA,50469.00
455,455,5,2025-01-04 11:40:00,CREADA,76938.75
456,456,6,2025-01-04 11:50:00,PAGADA,104232.00
457,457,7,2025-01-04 12:00:00,PAGADA,26469.75
458,458,8,2025-01-04 12:10:00,PAGADA,53763.00
459,459,9,2025-01-04 12:20:00,PAGADA,81879.75
460,460,10,2025-01-04 12:30:00,CREADA,110820.00
461,461,1,2025-01-04 12:40:00,PAGADA,28116.75
462,462,2,2025-01-04 12:50:00,PAGADA,57057.00
463,463,3,2025-01-04 13:00:00,PAGADA,86820.75
464,464,4,2025-01-04 13:10:00,PAGADA,117408.00
465,465,5,2025-01-04 13:20:00,CREADA,29763.75
466,466,6,2025-01-04 13:30:00,PAGADA,60351.00
467,467,7,2025-01-04 13:40:00,PAGADA,91761.75
